time_step,user_satisfaction,operator_profit,grid_friendliness,total_reward
0,0.8675521645212132,0.046040434968769084,0.1541772910140488,0.5339595899512234
1,0.8604354026163155,0.031241467517122663,0.07197784676610453,0.5143432783165787
2,0.8573728500729458,0.008691754401996663,0.018878464736645447,0.49838843606027416
3,0.849717695481233,0.00035407005631546504,0.00016584084061995922,0.4900181753354808
4,0.8532898098786322,0.00022897090646965056,0.00022744846509070967,0.49141873249315743
5,0.8584833290938663,0.0002502189794172402,0.0007125103589171408,0.4935752738852093
6,0.8464149550029326,0.00021960034202778644,0.0006396953337546802,0.48872781640384455
7,0.8493349260679802,0.0003166388086220007,0.0006661840249924792,0.48992888967352755
8,0.845488136365196,0.0004106992861144492,0.0010135607992796801,0.4884704984518048
9,0.8557995231356355,0.00029354973120176883,0.0007613485135327102,0.4925220764506446
10,0.8547010644109356,0.00026096137333789764,0.0009045001579277925,0.49209438920006476
11,0.8504349683635636,0.00018169305370335155,0.00047968685766237314,0.4903004482901858
12,0.8405343930310715,0.00030722698744309687,0.000780728798159939,0.48642303462838554
13,0.8404762671893146,0.00039975944907179653,0.0014229904743023277,0.4865238832815927
14,0.8361310215379393,0.00037335612775371953,0.0008032122270657974,0.4846848972875617
15,0.8504336606219477,0.00022285902355459342,0.0003273867731212883,0.4902894299718137
16,0.8402132210241858,0.00030417530686783947,0.00034769215302746947,0.4862286948246888
17,0.8373748539261261,0.0001945048722632469,0.0006835966762588501,0.48511083253356824
18,0.8391182178094617,0.00024390317170924078,0.00017901296825735435,0.48574731002053606
19,0.835117885846948,0.0003623861103136617,0.0011517808526654886,0.48432863729977316
20,0.8338437043783019,0.00027949464326660457,0.0005049327575519472,0.4836970700579336
21,0.832308028558725,0.00029767599848212783,0.0004588233041386251,0.48308133771865547
22,0.8375679963623219,0.00022304941041513727,0.0003092964674423831,0.4851405078381697
23,0.8358665905453114,0.0003297361182196016,4.4058702339887214e-05,0.48445216585894146
24,0.8310976953229696,0.00033549732675286676,4.4828503880754834e-05,0.48254645160279586
25,0.8253715219635918,0.0002572935808710187,3.4379070617948545e-05,0.48023095372029073
26,0.8257450210388138,0.000340293138613684,4.546931098552315e-05,0.48040691675375746
27,0.7811445163617307,0.0008211501792833076,-0.0025496084840043003,0.46232171032587666
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.689502566774975,0.126,-0.3912203602816318,0.40491797266774526
39,0.7239751574932163,0.12600000000000008,-0.3912203602816324,0.41870700895504165
40,0.7219172537044823,0.1259999999999998,-0.39122036028163076,0.4178838474395483
41,0.7481554826129447,0.1259999999999997,-0.39122036028163154,0.42837913900293306
42,0.7250599986552055,0.1259999999999998,-0.39122036028163076,0.4191409454198376
43,0.7949873206241027,0.06300000000000053,0.008417938145205866,0.48815761897142207
44,0.8157962343576722,0.0629394454858357,0.008409846968147927,0.4964618044340418
45,0.8116219221060694,0.04066413412933585,0.005433462949668322,0.4876630285236788
46,0.8162844880016654,0.006837141844448671,0.0009135656688344061,0.47870197260432595
47,0.8136597698233013,0.00029662123620752013,3.9633955856339716e-05,0.47555883939356125
48,0.8074107662083063,0.00022670109365558833,3.029136164830579e-05,0.4730368605156664
49,0.8124546646398847,0.00037559939279899245,5.018686438029838e-05,0.4751020737034506
50,0.8116492788688607,0.0002690961491910719,3.595610696831006e-05,0.47474583380834684
